gene_id,gene_name,gene_type,LC-PT-45_SC_01,LC-PT-45_SC_02,LC-PT-45_SC_04,LC-PT-45_SC_05,LC-PT-45_SC_06,LC-PT-45_SC_09,LC-PT-45_SC_10,LC-PT-45_SC_13,LC-PT-45_SC_14,LC-PT-45_SC_15,LC-PT-45_SC_23,LC-PT-45_SC_28,LC-PT-45_SC_30,LC-PT-45_SC_34,LC-PT-45_SC_35,LC-PT-45_SC_45,LC-PT-45_SC_49,LC-PT-45_SC_50,LC-PT-45_SC_53,LC-PT-45_SC_54,LC-PT-45_SC_58,LC-PT-45_SC_61,LC-PT-45_SC_65,LC-PT-45_SC_67,LC-PT-45_SC_72,LC-PT-45_SC_76,LC-PT-45_SC_77,LC-PT-45_SC_79,LC-PT-45_SC_87,LC-PT-45_SC_88,LC-PT-45_SC_91,LC-PT-45_SC_93,LC-PT-45_SC_94,LC-PT-45_SC_95,LC-PT-45-Re_SC01,LC-PT-45-Re_SC06,LC-PT-45-Re_SC08,LC-PT-45-Re_SC09,LC-PT-45-Re_SC11,LC-PT-45-Re_SC13,LC-PT-45-Re_SC17,LC-PT-45-Re_SC22,LC-PT-45-Re_SC25,LC-PT-45-Re_SC26,LC-PT-45-Re_SC28,LC-PT-45-Re_SC31,LC-PT-45-Re_SC33,LC-PT-45-Re_SC36,LC-PT-45-Re_SC38,LC-PT-45-Re_SC39,LC-PT-45-Re_SC40,LC-PT-45-Re_SC43,LC-PT-45-Re_SC44,LC-PT-45-Re_SC46,LC-PT-45-Re_SC47,LC-PT-45-Re_SC51,LC-PT-45-Re_SC53,LC-PT-45-Re_SC54,LC-PT-45-Re_SC55,LC-PT-45-Re_SC56,LC-PT-45-Re_SC57,LC-PT-45-Re_SC59,LC-PT-45-Re_SC61,LC-PT-45-Re_SC67,LC-PT-45-Re_SC69,LC-PT-45-Re_SC70,LC-PT-45-Re_SC71,LC-PT-45-Re_SC72,LC-PT-45-Re_SC78,LC-PT-45-Re_SC80,LC-PT-45-Re_SC84,LC-PT-45-Re_SC85,LC-PT-45-Re_SC87,LC-PT-45-Re_SC89,LC-PT-45-Re_SC90,LC-PT-45-Re_SC91,LC-PT-45-Re_SC92,LC-MBT-15_SC02,LC-MBT-15_SC07,LC-MBT-15_SC08,LC-MBT-15_SC09,LC-MBT-15_SC10,LC-MBT-15_SC11,LC-MBT-15_SC14,LC-MBT-15_SC15,LC-MBT-15_SC16,LC-MBT-15_SC20,LC-MBT-15_SC22,LC-MBT-15_SC24,LC-MBT-15_SC25,LC-MBT-15_SC34,LC-MBT-15_SC41,LC-MBT-15_SC42,LC-MBT-15_SC45,LC-MBT-15_SC50,LC-MBT-15_SC51,LC-MBT-15_SC52,LC-MBT-15_SC54,LC-MBT-15_SC55,LC-MBT-15_SC56,LC-MBT-15_SC57,LC-MBT-15_SC58,LC-MBT-15_SC59,LC-MBT-15_SC60,LC-MBT-15_SC62,LC-MBT-15_SC63,LC-MBT-15_SC64,LC-MBT-15_SC65,LC-MBT-15_SC67,LC-MBT-15_SC71,LC-MBT-15_SC72,LC-MBT-15_SC73,LC-MBT-15_SC74,LC-MBT-15_SC75,LC-MBT-15_SC76,LC-MBT-15_SC78,LC-MBT-15_SC79,LC-MBT-15_SC80,LC-MBT-15_SC84,LC-MBT-15_SC85,LC-MBT-15_SC87,LC-MBT-15_SC89,LC-MBT-15_SC92,LC-MBT-15_SC94,LC-MBT-15_SC95,LC-MBT-15_SC96,type=2,type=3,fold-change(PT-MBT),abs_avg_PT,abs_avg_MBT,,,,
ENSG00000152022.7,LIX1L,protein_coding,0,71.84,105,45.14,36.94,17.33,71.38,0.2,145.76,59.98,33.34,131.31,28.57,16.72,83.51,105.5,45.67,69.47,79.14,16.41,132.51,85.53,0,32.33,45.1,31.09,22.24,0,104.75,58.77,70.93,43.19,75.87,61.64,31.59,9.57,45.07,116.38,101.67,196.68,27.35,30.46,64.19,79.5,76.12,45.74,113.8,20.78,0,5.17,2.13,3.11,52.67,84.06,57.99,5.04,0.18,43.34,66.7,86.36,132.62,71.22,1.31,76.74,79.13,75.42,34.28,57.69,50.32,71.35,124.36,63.66,48.4,49.13,58.76,35,74.65,55.82,61.8,87.57,138.57,169.87,28.38,201.42,128.02,75.32,110.67,119.09,102.46,222.72,78.54,54.81,110.75,88.63,52.74,155.39,224.75,186.53,116.53,141.31,17.88,159.76,211.29,11.45,75.65,183.6,28.85,86.92,103.09,126.78,48.2,73.01,97.81,12.11,68.44,82.58,194.95,91.51,70.56,86.54,79.56,87.34,23.36,109.32,131.63,126.7,2.25E-07,2.18E-06,-46.99152134,57.10194805,104.0934694,1,1,2,1
ENSG00000143933.12,CALM2,protein_coding,4316.78,2693.72,4812.3,3465.98,8192.09,5324.23,4958.49,576,7316.19,4129.78,3460.19,3461.7,8402.5,5751.5,4825.03,5010.92,3227.82,4890.27,3831.59,3624.05,6850.02,3561.23,141.3,7675.28,6410.97,13653.04,8571.58,703.45,4856.86,459.93,4799.6,2401.25,3130.65,6229.55,2974.03,4012.84,7483,7179.69,4885.41,3723.05,4369.68,7355.35,3884.84,7163.42,7131.4,4688.89,13234.7,7651.51,875.57,3515.15,680.23,3351.54,6979.53,1474.18,4128.81,3534.7,1915.66,4050.88,5107.61,7088.6,6698.21,1413.51,1419.74,4443.2,2167.34,5561.68,2625.26,3619.35,6311.26,4860.92,5563.99,3800.52,3434.9,2685.31,3116.76,4592.34,6377.55,2780.12,2574.53,2157.57,2791.7,2904.38,2714.53,3446.89,4296.09,1553.75,3125.76,3656.49,3565.81,2071.85,2410.82,2111.53,1160.79,2948.6,2169.04,2140.04,1296.62,1738.59,2968.1,1831.51,1796.88,2174.44,2660.61,2394.72,1542.57,3141.02,2481.53,3789.8,4462.46,1864.61,2262.12,1992.93,2418.81,2016.21,2432.45,551.91,2622.6,1953,2236.39,3028.41,3837.12,2350.99,1555.32,2428.71,2319.9,1495.58,2.56E-08,1.50E-10,2206.767069,4660.362987,2453.595918,1,1,2,1
ENSG00000198901.9,PRC1,protein_coding,0,0,325.39,147.71,451.79,0,0,0.14,0,2.37,0,33.15,215.14,349.51,378.31,355.81,197.15,71.57,9.53,50.83,0,0,455.13,0,458.38,219.74,0,0,0,2.39,0,25.8,122.84,162.11,19.46,286.08,0,186.28,127.21,8.22,0,267.86,278.85,308.58,597.33,0.89,352.81,278.33,0.95,87.2,100,129.21,272.3,194.32,475.4,155.01,201.43,357.7,230.45,170.8,425.27,30.79,279.64,102.31,196.69,566.41,71.59,0,409.38,313.16,306.28,167.21,0,155.42,62.18,33.03,452.38,189.25,273.36,69.27,109.53,99.24,229.07,293.99,421.1,50.68,314.53,484.75,677.9,99.43,107.45,148.13,282.89,167.45,476.74,13.96,128.78,178.78,239.07,27.65,145.49,120.4,350.9,240.12,258.56,409.4,505.79,174.56,538.41,10.45,300.12,280.88,235.2,5.34,43.17,520.22,486.09,103.86,50.27,0.66,597.81,14.54,268.73,251.97,2.9,190.5,0.042252389,0.045721767,-63.5071243,164.8467532,228.3538776,1,1,2,1
ENSG00000117222.9,RBBP5,protein_coding,10.38,0.81,11.47,34.87,23.39,9.63,0.52,0,2.93,7.88,0.73,3.16,3.7,18.22,10.26,34.34,2.13,29.59,53.17,1.32,0.54,0.8,28.07,24.49,29.07,0,0.68,0.07,31.13,0.31,3.95,0,27.64,17.17,5.99,18.37,0.1,37.11,18.59,14.72,33.65,22.48,43.3,21.31,1.44,11.92,11.85,9.87,6.76,86.07,5.32,50.64,30.14,0.9,7.25,26.18,0.34,21.9,48.2,26.44,0.48,53.77,73.29,6.02,0.11,10.48,5.59,32.91,29.99,2.36,0,20.65,23.96,17.67,22.87,9.92,16.77,56.94,20.41,19.32,47.44,80.15,102.26,57.04,25.7,12.42,38.28,20.94,28.13,50.88,36.65,38.71,41.97,67.16,20.98,59.23,68.94,57.11,35.02,82.62,109.14,20.76,37.33,36.74,46.23,122.55,78.66,63.91,29.16,18.05,49.64,35.84,23.11,33.66,50.3,22.79,71.76,9.5,37.47,30.22,50.35,67.92,11.78,78.74,120.41,79.34,1.61E-12,5.86E-10,-32.04,17.01428571,49.05428571,1,1,2,1
ENSG00000165416.10,SUGT1,protein_coding,21.99,97,7.76,14.84,27.19,10.72,49.66,0.06,71.12,10.5,20.39,192.51,55.82,50.44,60.82,55.67,31.64,21.36,111.22,8.03,111.95,81.1,1.08,3.45,12.01,0.21,108.99,126.98,32.62,42.34,58.61,38.6,31.29,25.83,61.96,31.57,4.42,148.94,17.52,58.74,35.41,31.49,86.41,96.77,103.96,94.97,87.04,36.8,34.95,73.44,164.2,6.97,62.42,73.46,101.59,48.07,337.06,87.68,69.1,10.4,75.74,39.61,66.2,95.03,0.44,126.83,36.07,9.84,71.1,50.69,78.99,76.92,60.77,156.92,41.27,20.57,33.08,32.34,3.55,14.07,7.08,15.25,43.56,28.36,22.66,28.31,49.95,9.83,7.16,21.25,6.96,15.72,6.96,80.85,29.65,1.76,1.41,9.72,10.9,20.42,7.21,60.42,82.07,17.06,21.63,20.12,100.16,57.35,25.15,21.73,35.2,10.64,32.17,3.45,15.88,34.79,42.34,11.52,2,12.31,1.3,24.04,7.01,56.98,22.8,17.66,2.57E-05,1.29E-06,35.02163265,59.73,24.70836735,1,1,2,1
ENSG00000123636.13,BAZ2B,protein_coding,29.95,335.57,61.22,68.93,8.18,131.2,35.43,217.17,311.01,67.03,246.93,205.37,13.48,214.3,16.75,58.84,14.64,120.63,9.6,71.15,70.82,69.43,175.24,38.51,3.14,90.68,176.9,192.81,133.69,126.13,91.32,101.27,107.53,86.39,88.54,1.57,49.39,66.36,10.15,133.15,192.88,119.46,122.54,262.78,104.16,28.1,35.33,7.94,42.84,16.17,234.96,84.74,176.54,68.65,0,2.95,0.17,5.19,55.67,62.93,36.53,6.36,68.44,79.84,107.9,44.93,79.24,12.46,3.67,50.84,111.68,42.79,57.23,128.92,19.15,80.12,61.77,23.18,25.35,4,64.56,3.95,81.22,33.83,1.57,56.7,19.59,39.68,10.13,11.36,8.91,2.73,92.33,36.16,16.13,38.8,0.03,104.42,58.32,120.36,0.11,101.12,21.31,35.27,25.1,91.05,129.56,20.9,0.9,165.2,26.83,56.18,15.17,13.92,34.47,50.43,10.14,45.41,1.92,57.31,1.22,39.65,26.97,43.52,2.79,50.55,9.56E-05,9.87E-06,47.38493506,86.57493506,39.19,1,1,2,1
ENSG00000263986.1,RP11-746M1.1,antisense,102.68,270.17,293.78,101.99,26.59,36.75,124.08,87.42,105.09,270.93,97.23,182.85,88.39,166.37,102.1,96.55,174.33,107.75,347.55,59.28,230.49,315.73,181.79,238.57,139.25,47.11,239.61,144.3,69.04,225.96,214.49,134.17,99.31,213.92,117.91,75.27,87.64,105.27,167.68,0,228.08,34.65,79.41,133.89,233.06,214.91,89.99,123.3,73.18,165.25,65.13,63.28,101.28,154.57,68.78,21.87,115.53,153.91,137.13,55.1,146.31,33.26,139.15,131.36,99.32,104.99,120.47,81.6,103.57,117.33,255.53,142.45,127.28,156.98,146.48,124.92,122.65,42.9,86.81,27.23,104.54,128.21,125.02,55.82,80.35,28.17,161.44,89.43,54.69,46.31,82.76,91.76,45.85,64.5,98.42,80.36,17.09,182.71,42.84,22.94,94.34,46.03,45.99,66.99,95.48,31.12,46.91,20.53,75.05,29.83,40.4,66.01,31.41,45.71,51.69,79.8,50.05,21.15,93.45,18.13,95.87,30.24,120.35,62.21,52,48.88,7.48E-09,1.11E-10,68.77534323,134.4849351,65.70959184,1,1,2,1
ENSG00000202198.1,RN7SK,misc_RNA,26.02,52.16,11.29,59.49,5.48,2.73,27.26,498.97,44.21,2.64,18.07,22.93,4.97,27.32,26.38,20.9,11.17,10.53,73.88,63.67,3.85,22.86,132.12,110.33,0,43.05,54.61,76.55,33.59,186.04,63.9,54.28,42.56,150.13,58.55,12.88,0,8.35,3.58,21.98,59.77,75.25,0,9.1,38.46,35.6,0,68.36,28.56,13.49,710.92,0,0,0,4.75,8.62,0,6.07,0,91.6,12.51,0,10.18,89.43,93.22,0,10.2,41.88,6.83,22.15,26.64,21.22,17.96,0,13.25,21.76,0,6.5,6.42,0,15.75,0,0,0,17.62,0,2.95,5.59,12.96,51.47,5.48,2.89,0,42.61,3.67,0,7.86,0,5.15,22.52,5.86,4.39,12.61,6.23,41.07,31.88,14.02,9.98,10.79,0,31.76,25.18,0,12.43,0,16.23,0,99.77,0,46.58,3.74,0,0,16.72,82.51,20.24,0.026035778,0.006797666,32.78977737,47.10467532,14.31489796,1,1,2,1
ENSG00000101150.13,TPD52L2,protein_coding,28.69,1.49,11.86,9.4,61.26,3.21,4.36,7.65,63.17,6.76,0.08,0,40.82,0.63,0.74,6.19,42.23,25.44,0.56,78.24,9.68,71.48,33.35,12.33,56.94,41.61,32.66,1.15,39.96,45.15,37.18,28.66,35.35,31.38,25.3,0.54,52.63,39.68,95.68,28.3,94.05,110.56,15.71,56.55,1.89,2.51,17.25,23.36,0.9,6.33,2,3.54,8.83,70.34,81.39,88.74,0,37.13,35.16,41.91,55.35,62.73,43.11,25.98,24.3,56.24,75.11,64.66,109.55,6.21,80.48,35.67,172.48,146.51,160.93,43.64,14.15,57.1,7.53,43.09,15.63,21.06,4.97,69.82,5.23,46.2,25.11,4.38,0,8.24,10.85,35.67,59.53,41.49,0.89,0.43,4.73,0.41,17.3,9.61,58.57,54.25,13.81,101.8,14.14,11.09,5.14,2.05,66.11,1.23,34.54,0,22.77,5.99,11.26,21.1,36.58,5.18,0.81,1.14,0.85,51.54,4.9,53.31,1.81,48.36,0.010018445,0.004767627,15.98456401,38.79272727,22.80816327,1,1,2,1
ENSG00000102401.15,ARMCX3,protein_coding,16.47,22.93,5.45,9.19,14.37,71.72,21.57,0.55,0.18,29.47,7.8,30.82,5.13,20.19,23.3,14.84,25.08,5.88,88.4,103.52,5.38,0.16,6.73,50.09,9.14,19,32.09,0.83,4.15,51.17,21.93,8.62,1.78,21.35,29.29,14.04,0,12.15,0,21.74,0,20.49,3.22,0,2.66,0,0.34,79.99,5.92,0,0.44,24.11,45.27,0,0.5,0,12.85,47.46,3.73,0.14,1.1,0.46,29.56,2.6,0,8.64,0,1.87,4.56,13.94,0,0.22,8.53,3.33,43.36,29.6,0,15.48,19.26,10.2,31.3,4.75,123.85,27.16,51.26,73.25,0.76,12.37,32.08,26.82,49.84,31.02,81.9,49.81,38.38,32.54,10.08,1.51,41.48,52.31,8.73,28.95,16.99,54.98,23.53,59.57,31.45,30.83,3.33,44.87,11.78,42.09,5.83,42.93,0,49.16,81.39,10.81,9.63,11.78,37.74,0.14,46.15,3.11,70.63,141.55,9.60E-05,0.000339905,-18.53289425,15.86220779,34.39510204,1,1,2,1
ENSG00000130770.13,ATPIF1,protein_coding,390.3,288.87,283.75,272.76,451.72,370.36,385.36,47.24,890.33,33.26,6.81,119.99,196.75,402.92,442.36,544.97,376.45,636.3,339.39,373.8,191.28,454.83,251.24,354.81,150.3,154.01,328.88,400.61,470.25,240.21,503.65,283.62,357.01,457.75,428.3,78.27,405.97,323.21,81.97,54.56,237.18,148.63,105.16,78.09,143.36,451.18,115.63,270.38,458.33,380.47,0,176.33,399.33,0,352.5,156.88,0,183.12,172.34,210.89,261.64,415.97,467.54,156.93,277.9,264.7,182.21,8.46,495.52,282.46,691.14,209.08,511.11,345.44,111.65,409.61,332.72,652.3,596.53,481.75,792.14,675.98,479.07,698.8,1000.66,730.35,867.38,589.35,548.94,648.75,618.29,446.57,665.39,871.34,872.1,1320,426.35,897.2,673.44,512.66,341,792.01,767.37,703.7,623.75,1851.95,769.69,685.43,627.99,351.55,372.51,503.29,328.63,1160.25,141.8,776.85,862.71,1123.6,544.63,376.84,707.6,503.44,588.82,372.63,803.09,838.5,6.11E-17,6.22E-13,-395.9491095,289.4584416,685.407551,1,1,2,1
ENSG00000112531.12,QKI,protein_coding,7.81,43.78,109.48,165.89,82.08,100.9,46.75,32.04,60.98,103.07,101.8,126.78,56.7,44.63,128.7,35.83,191.39,36.33,183.01,138.06,31.47,57.73,32.09,105.72,31.12,261.65,41.99,104.25,123.45,0,62.2,44.29,81.39,41.4,71.12,148.24,199.78,208.66,111.64,190.54,54.2,193.88,103.6,153.61,197.39,41.41,139.29,27.34,242.06,118.41,124.09,144.74,139.79,137.17,52.69,141.44,279.6,189.84,150.59,229.76,152.49,24.8,269.34,170.21,176.16,101.34,134.01,117.93,36.11,77.96,229.54,166.96,113.36,133.32,143.58,247.83,70.55,405.56,122.41,99.06,161.44,339.17,123.61,127.2,133.62,43.23,105.69,129.24,85.08,99.42,335.42,91.53,197.97,165.55,153.4,101.78,8.2,157.37,384.43,242.07,48.3,182.35,403.51,71.04,107.66,95.35,54.32,227.36,261.37,192.5,45.41,125.04,88.15,55.35,129.07,153.51,50.5,118.37,113.36,123.67,36.1,86.73,66.88,162.93,131.33,182.78,0.049521953,0.068145439,-28.90794063,116.5081818,145.4161224,1,1,2,1
ENSG00000119487.12,MAPKAP1,protein_coding,34,25.31,97.71,33.38,40.03,10.4,16.26,2.64,34.13,2.55,3.79,6.93,27.07,30.95,0.98,13.36,10.38,30.7,3.28,53.92,65.86,50.84,1.97,12.79,0,22.37,20.29,51.05,54.77,4.09,4.95,60.38,42.36,13.7,1.72,38.91,0,23.37,88.15,49.23,3.59,37.24,18.1,13.17,3.9,82.52,12.38,62.8,83.37,9.4,108,4,31.54,122.42,2.52,42.95,9.54,1.65,19.45,3.27,14.36,0,39.29,43.92,21.74,48.37,125.99,104.57,121.22,53.79,88.91,16.74,20.19,16.01,12.83,64.62,89.02,43.7,0,7.05,16.94,12.94,0.16,5.36,1.38,5.22,14.02,1.55,0,3.64,0,0.64,2.27,0,43.81,26.8,12.51,0,8.23,28.13,20.73,0,6.11,7.73,10.92,4.45,67.91,22.13,0,0.41,51.25,2.05,41.12,3.35,6.53,13.19,3.44,53.79,12.96,19.88,0,35.69,5.69,60.81,0,42.78,0.000291566,5.00E-05,19.41684601,34.25909091,14.8422449,1,1,2,1
ENSG00000083099.6,LYRM2,protein_coding,21.57,47.03,52.59,39,0.36,24.65,8.6,5.67,136.7,23.59,232.86,5.32,20,0.66,16.83,33.14,58.31,112.32,14.87,133.4,5.17,18.59,202,64.87,48.53,5.79,222.18,78.45,59.96,6.92,0,57,38.41,27.74,190.33,125.44,134.15,43.83,1.66,108.61,51.22,24,43.21,125.75,63.76,95.89,75.88,21.37,134.89,64.04,84.33,274.08,27.42,140.62,66.3,27.42,6.92,38.85,45.08,69.82,134.56,104.09,319.78,6.15,94.44,41,72.39,50.66,6.26,68,77.93,29.75,17.06,98.65,139.49,56.74,159.93,54.04,107.86,184.46,78.61,173.23,186.43,210.25,200.73,147.67,288.26,62.13,221.52,147.42,228.45,330.24,247.23,140.43,102.64,182.58,73.46,286.74,162.92,261.95,192.88,327.13,273.92,193.38,65.66,196.09,158,201.88,90.41,148.42,82.31,138.55,137.14,347.08,18.03,204,97.9,267.02,149.31,348.78,234.15,337.33,226.54,308.41,330.89,65.92,3.67E-14,5.68E-12,-118.2381633,69.93285714,188.1710204,1,1,2,1
ENSG00000165650.7,PDZD8,protein_coding,88.08,112.88,13.82,18.52,39.58,84.97,64.69,7.42,111.21,43.06,22.59,33.62,39.51,20.56,15.42,41.61,60.95,28.72,24.17,24.52,38.76,91.45,23.57,78.29,38.35,26.6,28.38,15.34,79.77,9.36,80.09,27.94,49.8,67.17,42.39,14.54,92.83,48.85,34.35,223.18,23.36,44.45,50.04,32.59,15.37,21.93,9.13,17.76,22.3,76.13,4.73,37.14,153.78,0,21.83,37.06,51.47,107.47,42.65,28.59,44.54,0,39.92,106.21,18.15,36.09,32.6,10.62,28.18,10.38,42.34,33.92,33.6,43.7,23.89,47.42,47.27,0,32.32,28.77,54.09,36.41,0.8,31.59,8.54,35.23,24.59,15.52,23.31,2.59,0.18,1.63,35.14,24.85,111.44,32.75,7.51,0.06,5.01,18.8,8.64,59.81,14.11,32.18,76.89,13.45,19.29,6.03,184.02,16.28,5.66,9.12,3.37,10.95,25.97,26.4,30.7,6.61,60.33,0.58,13.82,32.39,13.43,10.06,0,50.49,0.004293176,0.003385531,18.45237477,44.20155844,25.74918367,1,1,2,1
ENSG00000176834.9,VSIG10,protein_coding,60.14,51.1,197.59,85.69,58.29,86.93,0,0.16,121.46,42.07,0.66,67.79,0.04,119.32,131.88,60.2,50.73,161.86,11.97,30.67,21.91,91.97,0,120.95,120.61,7.2,79.75,57.57,67.7,0.09,71.69,22.16,61.59,73.39,171.4,3.56,89.56,78.77,108.04,25.02,189.41,40.12,250.6,59.91,92.7,56.88,42.43,171.25,6.21,82.5,0.17,157.71,113.57,329.57,107.03,42.71,73.89,42.44,71.25,39.34,147.37,0.07,123.65,49.28,149.19,18,57.92,39.42,118.95,100.71,227.23,40.96,115.14,90,193.99,84.44,155,94.79,44.55,111.13,78,33.42,25.43,9.09,152.44,7.04,14.48,0,24.8,23.52,82.1,27.35,35.3,16.78,6.46,2.76,0.06,66.64,0,19.8,45.47,61.44,0.83,53.11,57.52,108.47,10.55,18.92,4.37,24.94,0.68,28.69,26.27,7.28,0,14.5,0.06,5.64,70.2,5.97,8.77,55.41,5.21,1.33,72.45,4.86,2.79E-06,1.69E-07,49.70269017,81.72064935,32.01795918,1,1,2,1
ENSG00000228716.2,DHFR,protein_coding,0.32,0,68.24,24.43,1.71,2.52,0,0,10.82,0.6,0,0,0.46,149.42,21.18,126.11,206.84,9.9,36.69,11.09,0.48,1.32,23.11,0,296.49,0,0,0,3.43,0,0,1.14,32.04,36.14,0.44,50.45,75.5,78.65,158.79,20.96,0.36,1.88,257.66,1.78,66.3,5.21,20.33,237.79,0,310.68,87.48,82.08,177.36,0.2,370.04,30.73,11.48,30.47,48.56,94.43,95.11,1.98,57.99,61.76,40.43,217.47,9.18,0.51,34.74,109.92,108.67,53.83,0.32,115.99,121.13,72.53,51.31,58.9,12.14,108.6,11.54,32.27,28.24,26.94,2.02,26.27,42.44,18.32,27.33,30.24,21.01,52.11,7.73,19.97,15.88,0.47,23.48,5.22,26.46,3.9,52.4,36.57,51.56,39.24,35.26,133.9,7.5,24.77,13.96,7.44,57.85,67,56.27,21.72,3.57,1.07,26.33,53.78,13.35,5.58,42.67,6.93,0.44,17.7,13.16,24.98,0.019503297,0.005413026,28.71510204,57.62285714,28.9077551,1,1,2,1
ENSG00000196584.2,XRCC2,protein_coding,4.45,0.82,9.98,48.13,16.94,0,0,20.41,0,0,0,0,0,0.28,14.36,15.42,35.92,0,0,0,0,0,73.24,2.76,1.95,36.14,0,0,0,0,0,0,12.72,0.54,0,6.15,0,42.22,39.38,2.34,0,0,1.63,6.11,9.61,0,2.26,32.49,0,18.19,0,0,27.35,0,13.95,31.26,4.29,0.49,45.51,0,38.56,2.44,20.98,102.51,0,0.79,7.5,0,0,28.43,1.89,15.67,0,111.15,17.91,1.81,35.28,39.41,46.45,40.29,2.49,35.19,3.73,4.96,15.55,18.27,34.91,1.18,0,44.23,104.65,56.67,1.7,49.14,7.43,0,102.67,4.72,43.86,37.88,16.72,26.22,8.8,41.46,6.34,12.13,4.95,5.37,0,0,36.24,33.79,59,0.08,12.74,38.07,14.44,35.01,10.57,0.92,21.58,10.74,8.78,5.55,23,45.07,0.006853824,0.008562206,-11.44152134,12.49623377,23.9377551,1,1,2,1
ENSG00000184584.8,TMEM173,protein_coding,10.61,5.79,22.12,1.61,115.35,2.79,117.62,3.69,118.09,12.24,40.14,6.16,7.18,72.12,115.77,58.34,7.38,3.08,34.73,9.29,0,0.32,20.32,19.74,3.86,6.07,37.73,0.56,0,19.39,52.71,16.91,0.19,13.93,5.33,114.93,0,35.69,0,27.06,14.66,10.75,4.44,149.15,0.49,0,0.86,0,0,0,0,0,18.59,0,22.31,0,0,22.94,13.78,0,5.87,0,27.51,0,0,17.39,2.16,0,5.07,25.25,63.87,0,15.19,1.94,1.6,73.25,17.92,121.47,199.09,45.22,122.17,35.31,1.21,6.45,59.52,68.44,70.21,67.6,21.61,24.7,70.09,0.2,41.29,52.99,0,3.43,0,0,69.67,17.16,3.04,0.87,38.95,9.33,1.7,278.44,3.04,5.4,4.44,0.09,0,82.39,65.62,18.09,26.5,39.85,0,5.5,28.94,14.11,138.51,0,0,14.81,13.51,29.43,0.027368821,0.047081042,-17.71332096,21.47831169,39.19163265,1,1,2,1
ENSG00000231500.2,RPS18,protein_coding,1740.6,1576.31,2502.58,3108.97,2143.23,1937.88,2529.25,4675.73,2686.09,3314.88,2474.75,1219.59,2692.48,2896,2301.33,2394.23,4426.13,4942.21,2034.66,3740.05,1585.17,1381.61,6822.78,2378.36,2696.36,4213.91,1605.86,6696.36,3883.23,6315.45,1677.57,3163.79,4588.44,6500.01,3297.74,3536.23,4024.81,3949.02,3714.98,4562.87,4774.38,4402.04,3708.75,3311.32,3831.46,3828.56,3738.36,4260.2,5787.94,3391.25,821.25,6817.16,3626.4,390.85,5577.93,5712.11,826.52,3848.85,3237.7,4274.1,4223.14,9823.84,4036.18,925.24,3526.11,3277.21,3831.89,3010,1816.94,3183.27,3033.42,4123,3093.93,3420.27,5448.93,3716.93,3368.25,4202.97,4931.75,5362.46,4274.21,6899.85,4303.23,6114.33,5565.4,5794.4,5396.16,3627.44,5326.38,5555.84,6428.68,5702.68,5807.88,4998.81,3720.45,5565.15,5265.59,4810.15,4965.79,5668.1,5245.59,6460.71,4877.05,4786.6,4845.65,1728.99,5153.07,7801.1,5402.9,5463.72,8176.39,6632.35,6872.03,5430.74,5807.35,6339.14,5425.96,6196.93,8068.32,6649.15,5423.26,6407.15,6142.25,4709.15,6658.32,5286.38,4.39E-12,1.68E-13,-2024.781429,3531.911429,5556.692857,1,1,2,1
ENSG00000120837.3,NFYB,protein_coding,9.13,1.41,7.81,73.96,68.29,12.48,25.2,0,57.2,71.13,0,0,59.09,65.82,8.48,123.54,41.11,41.62,29.73,1.43,0,0.17,0,40.8,171.61,0,2,0,43.82,0,25.87,12.4,36,1.7,93.92,109.31,61.55,4.93,0.35,1.21,0,3.93,5.91,1.06,1.67,0,111.87,0.48,25.16,55.91,0,0,11.12,0,49.25,16.85,0,26.88,14.38,77.79,0,0,14.18,0,178.75,0.12,23.53,0.11,6.35,66.77,7.91,63.17,72,0,25.62,6.04,27.78,20.22,19.86,80.17,17.1,8.09,115.06,15.72,2.27,0.29,94.1,48.74,78.42,30.35,13.29,1.78,1.7,1.17,13.97,70.14,81.92,0.32,95.9,6.88,1.32,18.56,12.79,3.25,10.4,88.59,5.99,46.22,142.56,3.34,2.25,31.94,159.91,20.14,137.24,232.64,18.5,12.1,1.68,68.36,20.35,107.71,84.39,102.06,30.14,50.71,0.039067968,0.05274943,-16.98141002,28.54103896,45.52244898,1,1,2,1
ENSG00000137628.12,DDX60,protein_coding,0.72,16.91,9.32,4.66,80.83,0.09,104.26,0.07,0,0.8,2.57,0,17.25,12.79,46.82,6.49,3.62,3.24,15.11,0,3.42,38.56,0.06,10.25,55.95,42.91,1.77,0.79,2.55,0,0.12,0,2.43,0,63.74,67.18,31.71,10.34,48.45,11.63,38.99,16.44,33.8,32.2,68.06,0,78.59,4.56,9.23,0,0,13.74,13.05,0.12,0.08,79.93,24.03,0.12,2.13,39.94,92.43,45.14,22.54,0.13,60.42,54.42,10.99,185.12,0,2.21,0,14.66,48.73,82.49,29.02,43.65,31.07,0,1.23,42.54,0,3.01,0,0.07,0.79,0,0,1.66,13.82,19.5,0,19.6,3.11,0,0,21.43,0.04,0.69,57.08,0.41,3.21,2.86,0.78,14.71,0,31.04,18.85,14.42,45.8,102.96,0.75,0,28.76,24.87,5.1,8.8,2.32,58.82,0,0.06,7.3,2.27,28.99,0,0,0,0.017331665,0.008704271,12.62324675,24.6161039,11.99285714,1,1,2,1
